070010197|07001|LOCALIDAD SIN NOMBRE (JULIA TOMAS NOLASCO)
070010198|07001|LOCALIDAD SIN NOMBRE (LUIS DURAN PEREZ)
070010199|07001|LA VACA
070010200|07001|SAN BENITO
070010201|07001|LOS LAURELES
070010202|07001|LA CADENA
070020001|07002|ACALA
070020002|07002|ADOLFO LOPEZ MATEOS
070020003|07002|ALFARO
070020011|07002|AGUA DULCE (BUENOS AIRES)
070020012|07002|LA NUEVA ESPERANZA
070020015|07002|NUEVO POBLADO CONCEPCION
070020023|07002|LAS GRUTAS
070020024|07002|LOS LAURELES
070020026|07002|LAS MARGARITAS
070020030|07002|NANDAMUJU
070020035|07002|PLAN DEL HIGO
070020036|07002|PLAN DE SANTA CRUZ
070020045|07002|EL RECREO
070020046|07002|EL RECUERDO
070020048|07002|EL PAQUESCH
070020049|07002|RIZO DE ORO
070020050|07002|EL ROSARITO
070020052|07002|SAN ANTONIO EL HORIZONTE
070020056|07002|SAN JOAQUIN
070020060|07002|SAN JOSE NICHI
070020063|07002|SAN PEDRO NICHI
070020064|07002|SANTA ELENA
070020066|07002|SANTO DOMINGO UNO
070020070|07002|UNION BUENAVISTA
070020071|07002|20 DE NOVIEMBRE
070020073|07002|NUEVO VILLAHERMOSA
070020074|07002|CRUZ CHIQUITA
070020083|07002|EL JOBO
070020087|07002|LUIS ECHEVERRIA ALVAREZ
070020098|07002|SAN MARCOS
070020102|07002|LAGARTERO
070020104|07002|LA PRIMAVERA
070020105|07002|PUERTO MEXICO
070020106|07002|RIO LIMON
070020107|07002|SAN ANTONIO (AGUA CLARA)
070020108|07002|SAN ANTONIO DEL PRADO
070020109|07002|SAN JUAN
070020110|07002|SAN LUIS EL BAJO
070020111|07002|SAN LUIS EL ALTO
070020112|07002|LUCIO BLANCO
070020113|07002|SANTA CRUZ
070020115|07002|TIERRA BLANCA
070020116|07002|TIERRA BRAVA
070020117|07002|EL CALERO
070020118|07002|EL TRIUNFO DE TILA
070020119|07002|NUEVO VICENTE GUERRERO (EL CHICHONAL)
070020127|07002|LOS MANGUITOS
070020128|07002|SANTA MARTHA
070020133|07002|SAN MIGUEL
070020134|07002|EL HERRADERO
070020135|07002|LOS POTRILLOS
070020136|07002|LAS MARAVILLAS
070020140|07002|LA VICTORIA
070020146|07002|SAN ANTONIO ZARAGOZA
070020147|07002|EL PARAISO
070020149|07002|LAS AMERICAS
070020150|07002|TIERRA Y LIBERTAD
070020154|07002|LOS LAURELES
070020156|07002|SAN ISIDRO
070020157|07002|CUPIJAMO
070020161|07002|EL CHORREADERO
070020165|07002|EL CANUTILLO
070020166|07002|SANTA ROSA
070020167|07002|LA TRINITARIA
070020168|07002|EL RECUERDO
070020171|07002|LOS ANGELES
070020172|07002|LA HERRADURA
070020176|07002|EL AMATAL
070020177|07002|NANCHI VERDE
070020178|07002|LA AURORA NUEVA
070020179|07002|SANTO TOMAS
070020180|07002|EL COYOL
070020182|07002|SANTA JULIA
070020183|07002|LORENA
070020184|07002|LA NARANJA UNO
070020185|07002|TIERRA Y LIBERTAD
070020186|07002|SAN GABRIEL
070020187|07002|LAS CAROLINAS
070020188|07002|LA NARANJA
070020189|07002|JOSE MARIA MORELOS Y PAVON
070020190|07002|LINDAVISTA
070020191|07002|LA ANGOSTURA (EL PORVENIR)
070020192|07002|LAS CRUCES (EL RELICARIO)
070020193|07002|LA ANGOSTURA
070020194|07002|SAN JOSE DE JESUS
070020195|07002|JAVIER LOPEZ MORENO (LAS PALOMAS)
070020200|07002|NANDAYAPA
070020201|07002|EL CHILAR
070020202|07002|NANDAPUNGO
070020203|07002|LA ESPERANZA
070020205|07002|LAS MARGARITAS
070020206|07002|LOS ANGELES
070020207|07002|EL ROSARIO
070020209|07002|LAS MERCEDES
070020210|07002|LAS MINAS
070020212|07002|NANDAYAPA
070020216|07002|LAS CASITAS
070020221|07002|JESUS CARRIZITO
070020223|07002|SAN BERNARDO
070020224|07002|SAN JOAQUIN
070020225|07002|SAN FERNANDO
070020226|07002|EL AZUFRE
070020227|07002|EL BAJIO
070020229|07002|LA NUEVA ERA
070020232|07002|GRANJA PORCIAVI
070020234|07002|LOS GAVILANES
070020235|07002|LA AURORA VIEJA
070020240|07002|LAS MARGARITAS
070020241|07002|EL ZAPOTE UNO
070020242|07002|EL ZAPOTE DOS
070020243|07002|DOLORES ALFARO
070020244|07002|SAN DIONISIO
070020249|07002|GUADALUPE
070020251|07002|SAN EUGENIO
070020252|07002|LA ESPERANZA TZIHUAPASTE
070020253|07002|LAS ESPERANZAS
070020254|07002|SAN FERNANDO
070020258|07002|LOS COCOS
070020259|07002|LAS PALMERAS
070020265|07002|LAS MARGARITAS
070020266|07002|NUEVA ESPERANZA
070020268|07002|LA PROVIDENCIA
070020275|07002|EL NIÑO
070020277|07002|EL PARAISO
070020278|07002|EL RECUERDO
070020279|07002|EL PORVENIR
070020283|07002|EL SAUCE
070020284|07002|EL TESORO DE BERLIN
070020285|07002|SAN JOSE
070020286|07002|SAN ANTONIO
070020288|07002|SANTA EDUVIGES
070020292|07002|SAN JOSE LOS PLANES
070020293|07002|SANTA ROSA
070020296|07002|EL RECUERDO
070020297|07002|BELEN
070020298|07002|CAMPO REAL
070020302|07002|LA LIBERTAD
070020303|07002|AGUA DULCE
070020305|07002|JORGE ABARCA
070020306|07002|LOS COMPADRES
070020307|07002|ARTURO MORENO
070020308|07002|EL BAREJONAL
070020310|07002|LA CEIBA
070020311|07002|CENTRAL CAMPESINA CARDENISTA
070020313|07002|EL CINCO
070020315|07002|DOLORES BUENAVISTA
070020316|07002|LA PROVIDENCIA
070020318|07002|LA ESPERANZA
070020320|07002|VEINTINUEVE DE OCTUBRE
070020321|07002|LOCALIDAD SIN NOMBRE (FORTUNATA PEREZ GOMEZ)
070020322|07002|FRONTERA DE GRIJALVA
070020324|07002|GUADALUPE DE LOS LLANOS
070020325|07002|IRAZEU
070020327|07002|JESUS MORENO
070020329|07002|LOCALIDAD SIN NOMBRE (JOSE MANUEL ROBLES)
070020331|07002|SAN ANTONIO VISTA BONITA
070020333|07002|EL FAVORITO
070020335|07002|MARIA DEL CARMEN FLORES
070020336|07002|MARIO GUTIERREZ ORANTES
070020337|07002|MI RANCHITO
070020338|07002|MIRIAM PEREZ
070020339|07002|MONTERREY
070020340|07002|MONTERREY
070020341|07002|EL MONTE
070020342|07002|LOS NOPALES
070020344|07002|LOS OROZCOS
070020345|07002|EL PARAISO
070020346|07002|LAS PAVAS
070020348|07002|SOLO DIOS
070020350|07002|RAFAEL COELLO
070020351|07002|LOCALIDAD SIN NOMBRE (RAUL HERNANDEZ PEREZ)
070020352|07002|EL RECUERDO
070020353|07002|EL RECUERDO
070020354|07002|SAN ANTONIO
070020355|07002|SAN FERNANDO
070020356|07002|EL AZUFRE
070020357|07002|SAN JUDAS TADEO
070020358|07002|SAN VICENTE
070020359|07002|SANTA CRUZ
070020360|07002|SANTA ELENA
070020361|07002|ESPERANZA
070020364|07002|SAN ANGEL
070020367|07002|CARLOS SALINAS DE GORTARI
070020368|07002|EL TESORO DE NAVIDAD
070020369|07002|EL TESORO
070020370|07002|LOS TULIPANES
070020371|07002|EL DESENGAÑO
070020372|07002|EL GIRASOL
070020375|07002|MONTES AZULES
070020376|07002|MATIAS
070020377|07002|EL PORVENIR
070020378|07002|EL PORVENIR UNO
070020379|07002|LAS RAICES
070020380|07002|LA ROCALLOSA
070020381|07002|MONTE SINAI
070020382|07002|SAN ANTONIO LA FRACCION
070020383|07002|SAN PEDRO
070020385|07002|SANTA ISABEL
070020386|07002|SANTA ISABEL
070020387|07002|LOCALIDAD SIN NOMBRE (JOSE DOMINGUEZ CHAMPO)
070020388|07002|TRES HERMANOS
070020389|07002|VERACRUZ
070020390|07002|VILLA AURORA
070020391|07002|LOCALIDAD SIN NOMBRE (HERNANDEZ RODRIGUEZ)
070020392|07002|LOCALIDAD SIN NOMBRE (HUMBERTO SERRANO)
070020393|07002|EL PORVENIR
070020394|07002|LOCALIDAD SIN NOMBRE (CIRO PEREZ MENDEZ)
070020395|07002|LOCALIDAD SIN NOMBRE (GONZALO CARDENAS S.)
070020396|07002|LOCALIDAD SIN NOMBRE (GUADALUPE ROBLES C.)
070020397|07002|LOCALIDAD SIN NOMBRE (MANUEL CRUZ MATAMBU)
070020398|07002|AGUA DULCE
070020399|07002|AGUA DULCE SAN ISIDRO
070020400|07002|BELEN DOS
070020401|07002|MI RANCHITO
070020402|07002|SAN JOSE DE JESUS DOS
070020403|07002|LOS SAUCES
070020405|07002|LOCALIDAD SIN NOMBRE (JESUS MOLANO RUIZ)
070020406|07002|LOCALIDAD SIN NOMBRE (JORGE MOLINA ORDOÑEZ)
070020407|07002|LOCALIDAD SIN NOMBRE (VICENTE)
070020409|07002|MONTE DE LOS OLIVOS
070020410|07002|NUEVO ALTAMIRA
070020411|07002|ROBERTO ALBORES GUILLEN
070020412|07002|SAN PEDRO PEDERNAL
070020413|07002|NUEVA LIBERTAD
070020414|07002|QUINTA GUADALUPE
070020415|07002|CAMINO PINTADO
070020416|07002|NUEVO SAN ISIDRO
070020417|07002|PORVENIR EL OJO DE AGUA
070020418|07002|EL CERRITO
070020419|07002|EL CRUCERO
070020420|07002|EL NACIMIENTO
070020421|07002|EL ROSARIO
070020422|07002|JOSE MARIA MORELOS Y PAVON II
070020423|07002|LAS ORQUIDEAS
070020424|07002|SAN FRANCISCO
070020425|07002|TIO NETO
070020426|07002|EL QUETZAL
070020427|07002|EL ROSARIO
070020428|07002|LAS GARZAS
070020429|07002|LAS GRUTAS II
070020430|07002|VALLE ENCANTADO
070030001|07003|ACAPETAHUA
070030004|07003|EL AMATILLO
070030005|07003|EL ARENAL
070030006|07003|BARRA ZACAPULCO
070030007|07003|BARRIO NUEVO
070030008|07003|BERLIN
070030011|07003|COLOMBIA
070030012|07003|CONSUELO ULAPA
070030016|07003|ESTHER ZUNO
070030017|07003|EMBARCADERO LAS GARZAS
070030018|07003|EL HERRADO
070030019|07003|LA ILSE
070030021|07003|LAGUNA SECA
070030022|07003|LUIS ESPINOZA
070030023|07003|EL MADRONAL
070030024|07003|MARIANO MATAMOROS
070030026|07003|MACTUMATZA (LA GRANJA)
070030028|07003|ONCE DE MARZO
070030029|07003|LA PALMA
070030030|07003|EL PATASTE
070030035|07003|EL PROGRESO
070030037|07003|EMBARCADERO RIO ARRIBA
070030042|07003|SAN JOSE
070030046|07003|SOCONUSCO
070030052|07003|LAS GARZAS
070030054|07003|LOS COCOS
070030059|07003|LA BATALLA
070030061|07003|LAS MURALLAS
070030062|07003|EL PROGRESO
070030065|07003|SAN CAYETANO
070030066|07003|ESPERANZA LOS COQUITOS
070030067|07003|SAN JUAN
070030068|07003|JIQUILPAN (ESTACION BONANZA)
070030069|07003|LA ENVIDIA
070030071|07003|ZACAPULCO
070030073|07003|RIO ARRIBA
070030074|07003|RIO ARRIBA NUEVA ESPERANZA
070030076|07003|LA CONCEPCION
070030077|07003|EL PARAISO
070030081|07003|ABSALON CASTELLANOS DOMINGUEZ
070030083|07003|EL COROSAL
070030084|07003|LAS CRUCES
070030085|07003|EL CHILAR
070030087|07003|SIN IGUAL FRACCION UNO
070030091|07003|EL JARDIN
070030093|07003|LAS LAURAS
070030094|07003|IGNACIO ALLENDE
070030096|07003|LAS MERCEDES
070030097|07003|NAHUALAPA
070030100|07003|PANZACOLA
070030101|07003|LA POZONA
070030102|07003|LA PROVIDENCIA
070030103|07003|QUINCE DE ABRIL
070030104|07003|ROSALINDA
070030111|07003|SANTA ROSA
070030114|07003|ZACUALPITA
070030116|07003|TOKIO
070030117|07003|ULAPA
070030120|07003|VEINTE DE ABRIL
070030122|07003|VUELTA LIMON
070030123|07003|LA ALIANZA
070030129|07003|BARRA X SIETE
070030130|07003|EL LAURELAR
070030139|07003|LAS MORENAS
070030140|07003|LA LUPE
070030141|07003|EL CAMPON
070030142|07003|SAN JOSE AGUAJAL
070030143|07003|LIMONCITOS (SAN JUAN DE LOS LAGOS)
070030144|07003|LOS PLACERES
070030145|07003|EL CHAMIZAL
070030149|07003|LA LUPITA
070030152|07003|PASO DE LONDRES
070030159|07003|SANTA TERESITA
070030163|07003|SAN CARLOS
070030164|07003|SANTA ISABEL
070030166|07003|EL CARMEN
070030167|07003|SAN JOSE ESTHER
070030168|07003|SAN HIPOLITO
070030169|07003|EL PARAISO
070030170|07003|SANTA CRISTINA
070030172|07003|BUENAVISTA
070030173|07003|LAS DELICIAS
070030175|07003|TRES HERMANOS
070030179|07003|SANTO DOMINGO
070030186|07003|SIN PENSAR
070030187|07003|BRISAS ESPINAL
070030188|07003|LOS ANGELES
070030190|07003|LA VEGA
070030191|07003|LOS PLACERES
070030194|07003|RIO NEGRO
070030211|07003|SAN ISIDRO
070030215|07003|PAPATURRAL
070030224|07003|SANTA ELENA UNO
070030228|07003|LA ESPERANZA
070030230|07003|LAS MORENAS
070030232|07003|LAS CRUCES
070030233|07003|CHOJON
070030234|07003|SANTA CLARA
070030236|07003|LAS MERCEDES
070030239|07003|LA VAINILLA
070030248|07003|ZACAPULCO
070030253|07003|SANTO DOMINGO
070030265|07003|EL MANGUITO
070030267|07003|LA VICTORIA
070030268|07003|JIQUILPAN (RANCHO QUEMADO)
070030274|07003|LAS DORIAS
070030275|07003|SANTA LORENA
070030276|07003|YOREME
070030277|07003|EL FORTIN
070030279|07003|SAN JOSE MEDIA LUNA
070030287|07003|EL CHINCUYO
070030290|07003|LA ESPERANZA
070030293|07003|EL DIAMANTE
070030296|07003|LAS CONCHAS
070030297|07003|SAN BERNARDINO
070030299|07003|VILLAHERMOSA
070030300|07003|LA JOYA
070030301|07003|LOS CARLOS
070030305|07003|LOS COCOS
070030306|07003|EL RESPINGO
070030318|07003|LA ESCONDIDA
070030319|07003|SAN FERNANDO
070030325|07003|LA ISLONA
070030326|07003|SCORPIO (LA MONA)
070030327|07003|LOCALIDAD SIN NOMBRE
070030333|07003|ESMERALDA
070030334|07003|PAPATURRO
070030335|07003|EL PARAISO
070030336|07003|EL HUASTECO
070030337|07003|LAS GARDENIAS
070030338|07003|EL JAZMIN
070030339|07003|LA LAGUNA
070030340|07003|LOS CASCABELES
070030341|07003|LOS LAURELES (CHAPALA)
070030344|07003|NUÑEZ
070030347|07003|LAS DELICIAS
070030348|07003|EL POTRILLO
070030350|07003|EMILIANO ZAPATA SALAZAR
070030360|07003|EL COCO
070030367|07003|EL OTATE
070030370|07003|EL ABANICO
070030371|07003|ARGENTINA
070030372|07003|AYAPANGO
070030373|07003|BALUN CANAN
070030375|07003|LAS BRISAS
070030376|07003|LOS CERRITOS
070030377|07003|CENTAURO DEL NORTE
070030378|07003|LOS COCOS
070030380|07003|EL DESENGAÑO
070030381|07003|EL DESENGAÑO
070030382|07003|DOBLE B
070030383|07003|EMILIA
070030384|07003|SIN PENSAR
070030386|07003|LA ESPERANZA
070030387|07003|LAS FLORES
070030388|07003|LAS FLORES
070030389|07003|LA FORTUNA
070030392|07003|LAGUNILLA
070030393|07003|LAS LOMAS
070030394|07003|LAS LOMAS
070030396|07003|LAS MARAVILLAS
070030398|07003|EL NACIMIENTO
070030400|07003|EL PARAISO
070030401|07003|LA PRIMAVERA
070030403|07003|EL RECUERDO
070030405|07003|EL REGALO
070030406|07003|EL ROBLE
070030407|07003|EL ROSARIO
070030408|07003|EL RUBI
070030409|07003|ZACAPULCO
070030410|07003|SAN FRANCISCO
070030413|07003|SAN JUAN
070030414|07003|SAN JUAN
070030415|07003|SAN MIGUEL
070030416|07003|SAN PEDRO
070030417|07003|SAN RAFAEL
070030418|07003|SANTA ELENA (LA ESPERANZA)
070030420|07003|SANTA ROSA
070030421|07003|LOCALIDAD SIN NOMBRE (ALMANAZAR ESCOBAR)
070030422|07003|EL TEXANITO
070030425|07003|EL VERGEL
070030426|07003|EL VERGEL
070030428|07003|EL DESENGAÑO
070030429|07003|LA ESMERALDA
070030430|07003|FRANCISCO VILLA
070030431|07003|SAN JUAN PLATANILLO
070030432|07003|EL AFORTUNADO
070030433|07003|EL ALMENDRO
070030434|07003|BENITO JUAREZ
070030435|07003|LA CEIBA
070030436|07003|LOS COCOS
070030437|07003|EL DIAMANTE
070030438|07003|EL DIAMANTE
070030439|07003|DOS HERMANOS
070030440|07003|LA FORTUNA
070030441|07003|LAS GARZAS
070030442|07003|GUADALUPE
070030443|07003|EL INVIERNO
070030444|07003|JIQUILPAN (NUEVO MILENIO)
070030445|07003|LA LOMA
070030446|07003|LA LOMA
070030447|07003|LUPITA DOS
070030448|07003|EL MANGAL
070030449|07003|LOS MANGOS
070030450|07003|MARICARMEN
070030451|07003|LAS MERCEDES
070030452|07003|EL MIRADOR
070030453|07003|LOS NOGALES
070030454|07003|PALO BLANCO
070030455|07003|PALOMA BLANCA
070030456|07003|PAMPAS DEL SILENCIO
070030457|07003|LA PAMPITA
070030458|07003|PARAISO
070030459|07003|EL PARAISO
070030460|07003|EL PORVENIR
070030461|07003|QUINCE DE JUNIO DOS
070030462|07003|RANCHO ALEGRE
070030463|07003|EL RECUERDO
070030464|07003|RELICARIO
070030465|07003|EL RODADO
070030466|07003|RUBEN JARAMILLO
070030467|07003|SAN ANTONIO
070030468|07003|SAN ANTONIO
070030469|07003|SAN ANTONIO
070030470|07003|SAN ANTONIO
070030471|07003|SAN ESTEBAN
070030472|07003|SAN FERNANDO
070030473|07003|SAN MANUEL
070030474|07003|SAN MIGUEL
070030475|07003|SAN RAFAEL
070030476|07003|SAN RAFAEL
070030477|07003|SANTA TERESITA
070030478|07003|SANTO DOMINGO
070030479|07003|SANTO DOMINGO
070030480|07003|LOCALIDAD SIN NOMBRE (ADAN OLIVERA DOMINGUEZ)
070030481|07003|LOCALIDAD SIN NOMBRE (ANGEL MATIAS)
070030482|07003|LOCALIDAD SIN NOMBRE (CARLOS LOPEZ)
070030483|07003|EL BUCARO
070030484|07003|LOCALIDAD SIN NOMBRE (GILBERTO SANTOS VERA)
070030485|07003|LOCALIDAD SIN NOMBRE (GUILLERMINA GARDUÑO)
070030486|07003|LOCALIDAD SIN NOMBRE (JOSE MANUEL LOPEZ M.)
070030487|07003|LOCALIDAD SIN NOMBRE (MARTIN CRUZ DEL PORTE)
070030488|07003|SIN IGUAL FRACCION DOS
070030490|07003|SOLO DIOS
070030491|07003|TRES HERMANOS
070030492|07003|TRES HERMANOS
070030493|07003|EL VERGEL
070030494|07003|ZACATONAL
070030495|07003|LOS PINOS
070030496|07003|BUENAVISTA
070030497|07003|LA FORTUNA
070030498|07003|LAS MORENAS
070030499|07003|NUEVA REFORMA
070030500|07003|EL RADICARIO
070030501|07003|VALLARTA
070030502|07003|FRACCION DOÑA MARIA
070030503|07003|LA SOLEDAD
070040001|07004|ALTAMIRANO
070040002|07004|AGUASCALIENTES DOS
070040003|07004|TIERRA Y LIBERTAD
070040004|07004|BELISARIO DOMINGUEZ
070040006|07004|BELLO PARAISO
070040009|07004|CARMEN LAGUNA
070040010|07004|NUEVA CODICIA
070040014|07004|DELICIAS PACHAN
070040015|07004|LINDAVISTA (EL ENCANTO)
070040017|07004|LA FLORIDA
070040019|07004|LA GRANDEZA
070040023|07004|LA ESPERANZA
070040024|07004|GUADALUPE CHITULTIC
070040027|07004|GUADALUPE VICTORIA
070040030|07004|JALISCO
070040031|07004|JOAQUIN MIGUEL GUTIERREZ
070040032|07004|LA LAGUNA
070040034|07004|NUEVO LAZARO CARDENAS
070040037|07004|LUIS ESPINOZA
070040042|07004|LA NUEVA ESPERANZA
070040043|07004|NUEVA VIRGINIA
070040047|07004|GABINO BARRERA (PAMALA)
070040050|07004|NUEVO PROGRESO
070040053|07004|PUEBLA VIEJO
070040054|07004|PUERTO RICO
070040058|07004|CARMEN RUSIA
070040065|07004|SAN JOSE BELEN
070040068|07004|SAN JUAN
070040069|07004|SAN JUAN DEL RIO
070040072|07004|SANTA CECILIA
070040073|07004|SANTA ELENA DE LA CRUZ
070040076|07004|SANTA ROSITA
070040078|07004|EL TRIUNFO
070040081|07004|VENUSTIANO CARRANZA
070040089|07004|ONILJA
070040093|07004|SANTA CRUZ
070040095|07004|NUESTRO SEÑOR DE ESQUIPULAS
070040101|07004|CALIFORNIA
070040104|07004|CAMPO VIRGEN (EL PARAJE)
070040119|07004|NUEVO CENTRO GABINO BARRERA
070040126|07004|SAN LUIS
070040132|07004|SALTILLO
070040135|07004|EL ROSARIO
070040138|07004|FRANCISCO VILLA
070040146|07004|SAN FRANCISCO
070040147|07004|LOS BAMBUES
070040150|07004|NUEVE DE FEBRERO
070040151|07004|EL HORIZONTE
070040152|07004|VILLAHERMOSA
070040154|07004|PALESTINA
070040158|07004|SAN LUIS POTOSI
070040160|07004|EL ORIENTE
070040164|07004|CANDELARIA
070040167|07004|EL NANCE
070040171|07004|EL CIPRES
070040172|07004|EMILIANO ZAPATA
070040176|07004|EL LIMONAL
070040181|07004|NUEVA GALILEA
070040182|07004|NUEVO SAN CARLOS
070040184|07004|SOLEDAD PLAYA GRANDE
070040185|07004|PUEBLA (RANCHO NUEVO)
070040186|07004|SAN MARCOS
070040190|07004|SOCIEDAD LA VICTORIA
070040193|07004|EL VENADITO
070040201|07004|NUEVA GALILEA
070040203|07004|NUEVA ESPERANZA
070040204|07004|PLAN DE AYALA
070040209|07004|EL BANCO
070040210|07004|POBLADO NUEVO ALTAMIRANO
070040216|07004|LAS GARDENIAS (EL CRUCERO)
070040217|07004|EL PARRANDERO (CASA BLANCA)
070040218|07004|SAN MARTIN
070040220|07004|EL PERICON
070040221|07004|EMILIANO ZAPATA
070040222|07004|LAS MARAVILLAS
070040225|07004|MORELIA (VICTORICO RODOLFO GRAJALES)
070040226|07004|RANCHO NUEVO
070040229|07004|SANTO TOMAS LOS CIMIENTOS
070040231|07004|PUSHILA
070040232|07004|SOLO DIOS
070040235|07004|SAN JUAN
070040245|07004|BRASIL
070040246|07004|GETZEMANI
070040247|07004|NUEVO TULIPAN
070040251|07004|LA ESPERANZA
070040256|07004|SANTA ROSA
070040257|07004|EL NUEVO JARDIN
070040260|07004|REFORMA
070040261|07004|EL ARBOLITO
070040264|07004|LINDAVISTA
070040266|07004|SAN JOSE LA LIBERTAD
070040267|07004|EL ORIENTE (CAÑADA DE ALVAREZ)
070040269|07004|EL ZAPOTAL
070040276|07004|SANTA RITA
070040277|07004|FLOR DE MAYO
070040278|07004|FRACCION QUINTA EL ORIENTE
070040279|07004|SANTA ANA
070040280|07004|SAN JOSE EL ORIENTE
070040281|07004|SAN JUAN DEL BOSQUE
070040282|07004|CHENCHOJ LA CUMBRE
070040287|07004|LA CENTRAL
070040288|07004|SAN ANTONIO LA PIMIENTA
070040289|07004|SAN MIGUEL CHIPTIC
070040290|07004|SAN ISIDRO
070040291|07004|AGUA ESCONDIDA EL OCOTAL
070040292|07004|AGUA ESCONDIDA LAS ESPERANZAS
070040293|07004|AGUA ESCONDIDA LA FLORIDA
070040294|07004|AGUA ESCONDIDA RANCHO ALEGRE
070040296|07004|LAS MARAVILLAS
070040298|07004|LAGUNA EL PARAISO
070040303|07004|ITALIA
070040305|07004|SAN ISIDRO
070040311|07004|LINDA VISTA
070040314|07004|TRES DE MAYO
070040317|07004|RIO AMERICA
